,Exp Count,Kill
318,0.175823963,3.868127192
319,0.132911182,3.759487722
320,0.157894667,4.068824099
321,0.136881999,3.84410281
322,0.072164837,3.628860368
323,0.274900223,3.920316226
324,0.104247024,3.567564813
325,0.185328042,3.972969905
326,0.222614518,3.954057876
327,0.133333185,4.055551049
328,0.103053345,3.549615205
329,0.17880771,3.943703386
330,0.13999972,3.57999284
331,0.135416469,3.416661684
332,0.116197019,3.728867988
333,0.134328213,3.694025853
334,0.135802419,3.679010983
335,0.209016299,3.71311308
336,0.187499692,4.351966526
337,0.120401128,3.672234416
338,0.19999995,3.949999013
339,0.167286071,3.736055591
340,0.174657253,4.006842866
341,0.11111107,3.75308503
342,0.262135413,4.077661985
343,0.143911269,3.719552803
344,0.135245841,3.651637698
345,0.19565194,4.043473426
346,0.059523774,3.559521691
347,0.184615228,3.842304441
348,0.114285497,3.704754848
349,0.214285669,3.655461417
350,0.177215145,3.89873319
351,0.167831927,4.143350704
352,0.13452919,3.84753484
353,0.118421068,3.578947839
354,0.315789333,3.777326253
355,0.174107182,3.816965138
356,0.236842136,4.184211077
357,0.184615228,3.911535152
358,0.088235194,3.783083924
359,0.135416469,3.760411183
360,0.13953477,3.860461974
361,0.185185117,3.666665309
362,0.153846134,3.58974313
363,0.201753855,3.9034985
364,0.099999975,3.524999119
365,0.127659564,3.765957126
366,0.332102929,4.261987587
367,0.111111173,3.666668704
368,0.183673394,3.661222995
369,0.329786778,4.329781246
370,0.125000069,3.513890841
371,0.064935065,3.454545455
372,0.072874461,3.279350766
373,0.27906954,3.965113052
374,0.23247205,3.985235147
375,0.121323391,3.738966327
376,0.198605974,3.888495916
377,0.077777691,3.899995667
378,0.184210551,3.815789976
379,0.251101344,4.017621499
380,0.162499959,3.862499034
381,0.107142793,3.654759729
382,0.117391315,3.521739437
383,0.11440676,3.966101023
384,0.077490683,3.675272413
385,0.092307614,3.680766116
386,0.184782388,3.586952233
387,0.144329674,3.793808566
388,0.211655987,4.012261323
389,0.088607573,3.405062429
390,0.217021258,3.523403955
391,0.142857058,3.464283652
392,0.242152542,3.551570622
393,0.116607605,3.466426073
394,0.095999946,3.491998044
395,0.096428441,3.953566063
396,0.169811154,3.622637955
397,0.204255302,3.548935868
398,0.16139215,3.759487722
399,0.119999852,3.490904775
400,0.17374504,3.741309852
401,0.159835994,3.577867239
402,0.13740446,3.354958887
403,0.108870911,3.641127124
404,0.218623384,3.655868817
405,0.127906873,3.790694589
406,0.110768958,3.70152935
407,0.157894395,3.808041283
408,0.167330571,3.836650941
409,0.099667609,3.777402363
410,0.060344672,3.594818289
411,0.193068972,3.868805178
412,0.16666634,4.068619473
413,0.212013827,4.038863407
414,0.077205794,3.816172121
415,0.102661499,3.866916476
416,0.17374504,3.833973873
417,0.073943558,3.992952123
418,0.122222086,4.099995444
419,0.064655167,3.336206609
420,0.14062489,3.843746997
421,0.076595738,3.561701825
422,0.121457436,3.728743279
423,0.112499972,3.39999915
424,0.115384601,3.551281596
425,0.165516979,4.003441926
426,0.095238039,3.488093162
427,0.166051464,3.819183682
428,0.245352904,3.981408495
429,0.13953477,3.674415614
430,0.207692132,3.819227538
431,0.047999973,3.683997937
432,0.150627571,3.476986429
433,0.114068333,3.923950643
434,0.116278975,3.616276126
435,0.109311692,3.680160304
436,0.21348293,3.898872462
437,0.12195116,3.743900613
438,0.140287583,4.143879377
439,0.062068867,3.744821646
440,0.081395283,3.790694589
441,0.175732166,3.451881834
442,0.217557061,3.80152338
443,0.117856983,3.889280436
444,0.224999695,3.932137521
445,0.130908929,3.785449865
446,0.190298302,3.90671219
447,0.238636147,4.102268998
448,0.125475166,3.570338811
449,0.116278975,3.848834077
450,0.187499854,3.832028256
451,0.190812444,4.007061333
452,0.184782388,3.847821486
453,0.103053345,3.767172265
454,0.169172754,3.766913328
455,0.158415528,3.999992079
456,0.17213107,3.995899838
457,0.198529185,3.805142722
458,0.110204037,3.563263852
459,0.102127651,3.319148654
460,0.234374817,3.960934406
461,0.184931209,4.325335504
462,0.220689503,3.868962849
463,0.103053345,3.812973752
464,0.122950764,3.319670635
465,0.143911269,3.40959007
466,0.111486302,4.01350687
467,0.157434035,3.769670508
468,0.086419721,3.481480192
469,0.202846708,3.939496592
470,0.192856881,3.974994605
471,0.194069558,3.557941892
472,0.135802419,3.777776379
473,0.22007705,3.857139879
474,0.170212531,3.882973353
475,0.193916165,4.072239475
476,0.19615368,3.934612055
477,0.185915074,3.633794628
478,0.218390604,3.827582687
479,0.174418463,3.906973564
480,0.123134195,3.973876297
481,0.184615228,3.8999967
482,0.152073803,3.179724968
483,0.141304179,3.52173492
484,0.146067268,3.943816237
485,0.122222086,3.933328963
486,0.154761813,3.523807426
487,0.128571254,4.114280131
488,0.167330571,3.693224737
489,0.138210933,3.666654743
490,0.161538325,3.911535152
491,0.097560928,3.597559221
492,0.119521836,3.776890023
493,0.156716248,4.085816474
494,0.148935964,3.914888203
495,0.324137707,3.95861796
496,0.124999886,3.488633192
497,0.199999619,3.704754848
498,0.183205946,3.755721894
499,0.166666424,3.854161046
500,0.168141147,3.973440778
501,0.131999926,3.647997957
502,0.175531401,3.917541731
503,0.105468668,3.703122107
504,0.210331855,4.129146416
505,0.155014868,3.993912475
506,0.171919377,3.713458536
507,0.16935475,3.689514195
508,0.150627571,3.389120346
509,0.153191476,3.625531606
510,0.104166515,3.760411183
511,0.218542757,4.281451283
512,0.050420157,3.428570708
513,0.083665285,3.848603124
514,0.158536508,3.695120149
515,0.145713869,3.634275331
516,0.160714068,3.889280436
517,0.114503716,3.675569292
518,0.204300812,4.107521582
519,0.133135819,4.28697337
520,0.077205794,3.915436714
521,0.087866083,3.740584678
522,0.138075273,3.351463454
523,0.251045952,3.903764547
524,0.119999933,3.347998125
525,0.132530041,3.51807017
526,0.203389796,3.826270538
527,0.147727138,4.147723502
528,0.127413029,3.694977842
529,0.162162037,3.891888887
530,0.135541883,3.8584256
531,0.142499715,3.847492305
532,0.17374504,3.9498039
533,0.095617469,3.621511636
534,0.17777758,3.95555116
535,0.10074616,3.86193612
536,0.238493654,3.753136976
537,0.107142793,3.5833312
538,0.185064514,4.422067872
539,0.242553171,3.676595432
540,0.092511021,3.766520156
541,0.230769036,3.749996827
542,0.165254209,3.737287502
543,0.129411673,3.74117383
544,0.109488923,3.897805667
545,0.251101344,3.819383596
546,0.157407116,3.472215792
547,0.142241367,3.103448008
548,0.105633654,3.433093756
549,0.179487156,3.538461085
550,0.131999926,3.947997789
551,0.089552142,3.794772013
552,0.091953938,3.712640264
553,0.206896756,3.561579864
554,0.142857143,3.883116883
555,0.212389418,4.141593653
556,0.237804298,3.713405577
557,0.161435028,3.645741055
558,0.236220296,3.767713717
559,0.226666727,3.733334329
560,0.026086959,3.639130751
561,0.117469632,4.012039734
562,0.108870911,3.362901463
563,0.20816318,3.612243424
564,0.133064446,3.374998231
565,0.205645053,3.822578641
566,0.196911045,3.72972685
567,0.285067976,3.71945836
568,0.12406002,3.913529715
569,0.06437768,3.437768093
570,0.218623384,3.862346458
571,0.141025623,3.692307219
572,0.145161214,3.60483682
573,0.159835994,3.725408157
574,0.199115079,3.477876722
575,0.14042552,3.804254995
576,0.103846066,3.726919923
577,0.06437768,3.66952774
578,0.188888679,4.188884235
579,0.183406122,3.668122431
580,0.183962386,3.622643902
581,0.141630895,3.618025596
582,0.122092668,3.497082857
583,0.170305684,3.72052418
584,0.100334274,4.103671793
585,0.175732166,3.853555357
586,0.088607573,3.658226922
587,0.133603179,3.777326253
588,0.167999906,4.019997749
589,0.132158602,3.740088435
590,0.143426203,4.075694613
591,0.162162037,3.706560844
592,0.188284464,3.790793869
593,0.188118439,4.069298873
594,0.11764718,3.57353309
595,0.187500042,3.683036536
596,0.132530041,4.012045776
597,0.250995856,3.956172777
598,0.122222086,3.933328963
599,0.085365812,3.792681077
600,0.181395442,3.879071752
601,0.094170433,3.874440678
602,0.142241367,3.68534451
603,0.100418381,3.702927786
604,0.282786758,3.909834303
605,0.172566402,3.623894447
606,0.13235263,3.749991176
607,0.102564089,3.833332842
608,0.148648689,3.770271289
609,0.161435028,3.672646893
610,0.150684993,3.602741207
611,0.172839442,3.950615821
612,0.157894667,3.898783689
613,0.141025623,3.782050797
614,0.181395442,4.074420689
615,0.126050394,3.79411685
616,0.141630895,3.721029883
617,0.158536508,3.865851773
618,0.141509527,3.650945807
619,0.158590322,3.938326338
620,0.099999975,3.712499072
621,0.146579566,3.928332364
622,0.303501721,4.167312094
623,0.272727025,3.95454186
624,0.124999969,3.962499009
625,0.252100787,3.756301732
626,0.161764872,3.441180013
627,0.195652191,3.769565545
628,0.127118623,3.966101023
629,0.178571322,3.797616787
630,0.214285489,4.206762489
631,0.257143041,3.814288439
632,0.151260472,3.894957165
633,0.177215145,3.784809168
634,0.102127651,3.919148603
635,0.253164493,4.050631886
636,0.164179301,3.611944611
637,0.13452919,3.565023541
638,0.219178172,3.917809829
639,0.13636368,3.613637513
640,0.110091799,3.70183673
641,0.139240471,3.89873319
642,0.086776834,3.731403879
643,0.132158602,3.621145693
644,0.159090764,3.886360103
645,0.208955473,3.447765311
646,0.166051464,3.697412608
647,0.172775131,3.455502629
648,0.113744162,3.568723085
649,0.214285587,4.083330903
650,0.13740446,3.916027097
651,0.185022043,3.806167736
652,0.134146276,3.743900613
653,0.126050394,3.59243622
654,0.171428694,3.700002643
655,0.263999852,3.947997789
656,0.101694898,3.737287502
657,0.206896534,3.853447944
658,0.211453763,3.740088435
659,0.160714322,3.683036536
660,0.132743386,3.809735188
661,0.104651297,3.087213251
662,0.110599129,3.552997029
663,0.221675095,3.413796467
664,0.192660648,3.784405579
665,0.181395442,3.711629806
666,0.184834263,3.668249227
667,0.066371693,3.610620108
668,0.165957433,3.880850734
669,0.081081195,3.145950367
670,0.1551724,3.931034144
671,0.185022043,3.713656715
672,0.045000052,3.480004002
673,0.141891657,4.206074118
674,0.18292674,3.829266425
675,0.185184842,3.842585477
676,0.092511021,3.845815317
677,0.093750146,3.60938064
678,0.158590322,3.779736016
679,0.111111173,3.652779807
680,0.113207622,3.721700571
681,0.161435028,4.049328625
682,0.192307668,3.641025174
683,0.175675723,3.864865909
684,0.181034467,3.788792777
685,0.183452993,4.19783614
686,0.210331855,3.985235147
687,0.112499972,3.962499009
688,0.172042789,4.376338439
689,0.301158069,4.019301916
690,0.1163793,3.672413477
691,0.069124456,3.857144635
692,0.157205247,3.72052418
693,0.118226717,3.620693222
694,0.158590322,3.674009134
695,0.152542347,3.749999364
696,0.080000021,3.640000971
697,0.139240471,3.708859821
698,0.122727312,3.695455721
699,0.142241367,3.76293071
700,0.15566048,4.117927248
701,0.18604636,3.988368847
702,0.208333449,3.888891049
703,0.147541201,3.44262803
704,0.146017725,3.969027251
705,0.196506559,3.86462899
706,0.141025623,4.051281532
707,0.226666727,4.013334404
708,0.149321321,3.705883694
709,0.18090475,3.437190248
710,0.271428765,3.657145469
711,0.113744162,3.625595166
712,0.130434896,3.594206024
713,0.119469048,3.98230159
714,0.160000043,3.880001035
715,0.128755359,3.785407563
716,0.21794869,4.166666132
717,0.166666759,3.694446497
718,0.147321461,3.495536495
719,0.161538325,4.119227284
720,0.103448267,3.698275543
721,0.147321461,3.857143718
722,0.100418381,3.489538727
723,0.18987337,3.974682538
724,0.165254209,3.826270538
725,0.194444552,3.916668843
726,0.241071482,3.750000837
727,0.12442402,3.483872573
728,0.202702757,3.945947012
729,0.230769128,3.93522092
730,0.211453763,3.806167736
731,0.102564089,3.935896931
732,0.092592695,3.222225802
733,0.177966072,3.813558676
734,0.101449364,3.927539647
735,0.244635183,3.88841185
736,0.244635183,3.991416138
737,0.241706344,3.781993389
738,0.050847449,3.95338916
739,0.082352883,4.152938245
740,0.219827567,3.827585877
741,0.203883693,3.597090871
742,0.125000069,3.76389098
743,0.095454576,3.722728457
744,0.227091489,3.920316226
745,0.256410224,3.92307642
746,0.156398223,3.81042943
747,0.145374462,3.832599457
748,0.147058975,3.500003603
749,0.094170433,3.57847646
750,0.195980146,3.75377356
751,0.060913786,3.411172015
752,0.135000155,3.525004054
753,0.106666695,3.826667687
754,0.27272736,3.927273977
755,0.108597324,3.760182357
756,0.210280502,3.742992928
757,0.228571592,3.62857402
758,0.165957433,3.75319117
759,0.180257503,3.759656491
760,0.21348293,4.112355392
761,0.108870911,3.919352784
762,0.071090101,3.540287045
763,0.088607573,3.392404204
764,0.118942742,3.687224994
765,0.224999944,3.762499059
766,0.143540787,3.588519665
767,0.136363802,3.363640441
768,0.121457436,3.97165815
769,0.111111173,3.388890772
770,0.153061443,3.596943914
771,0.070754764,3.636794854
772,0.131004373,3.903930301
773,0.249097158,4.483748847
774,0.16455692,3.493670002
775,0.153191476,3.548935868
776,0.184210551,3.842105769
777,0.176470551,3.529411023
778,0.126168301,3.630843327
779,0.153488451,3.54418786
780,0.174273801,3.473027893
781,0.28085104,3.651063519
782,0.083333284,4.047616638
783,0.085714347,3.657145469
784,0.219895622,3.424088969
785,0.090909091,3.506493506
786,0.102127651,3.880850734
787,0.119205401,3.397353918
788,0.233945072,3.619267881
789,0.174999956,3.787499053
790,0.205479536,3.328768491
791,0.166666759,3.611113117
792,0.182608712,3.730435107
793,0.17333338,3.506667602
794,0.107142881,3.642857956
795,0.167910266,3.884324155
796,0.23502315,3.898619308
797,0.081447993,3.638010367
798,0.111627964,3.69767631
799,0.202072832,3.637310976
800,0.1500002,3.466671289
801,0.127118623,3.635592604
802,0.156398223,3.668249227
803,0.171052654,3.710526804
804,0.165137698,3.633029356
805,0.218623384,3.655868817
806,0.250000139,3.527779738
807,0.206521492,3.880430143
808,0.099526142,3.454978923
809,0.19999995,3.674999081
810,0.084677375,3.834675409
811,0.084112201,3.490656326
812,0.141509527,3.551889138
813,0.117187408,3.562497217
814,0.227678622,3.803572278
815,0.144736861,3.736842597
816,0.159183608,3.624488317
817,0.107623352,3.618835217
818,0.170305684,3.786026366
819,0.176470796,3.335298042
820,0.128755359,3.476394701
821,0.150579034,3.694977842
822,0.163865512,3.478990866
823,0.086124472,3.387562564
824,0.208955473,3.626870002
825,0.121076271,3.524664784
826,0.220408073,3.84489639
827,0.133828857,3.736055591
828,0.162499959,3.862499034
829,0.111940177,3.895518173
830,0.176470551,3.680671496
831,0.20168063,4.033612598
832,0.106060735,3.136367438
833,0.14338219,3.716907529
834,0.18090475,3.618094998
835,0.157342432,4.206287676
836,0.151898696,3.202530835
837,0.133005057,3.517244845
838,0.16935475,4.004030159
839,0.156250244,3.453130396
840,0.12442402,3.691245941
841,0.118421068,3.526316253
842,0.129310334,3.775861743
843,0.111111173,3.708335394
844,0.197368447,3.657895218
845,0.221401953,4.029515537
846,0.074626955,3.701496957
847,0.221198259,3.898619308
848,0.181395442,3.753490292
849,0.211453763,3.779736016
850,0.1163793,3.400861776
851,0.129310334,3.749999677
852,0.029556679,3.620693222
853,0.094488219,2.97637889
854,0.241935357,3.931449552
855,0.190677934,3.635592604
856,0.088983036,3.889829849
857,0.162561737,3.665028241
858,0.148648689,3.52702798
859,0.176470652,4.099548995
860,0.178899173,3.440368708
861,0.030927881,3.324747238
862,0.223140431,3.892560858
863,0.049586793,2.975207595
864,0.1163793,3.400861776
865,0.118421068,3.710526804
866,0.144736861,3.789474183
867,0.178571322,3.892854826
868,0.201923261,3.620195615
869,0.097165949,3.497974151
870,0.107142881,3.883929438
871,0.282511299,3.968611111
872,0.14410481,3.537118058
873,0.216101658,3.711863778
874,0.256097436,3.695120149
875,0.158653991,3.966349777
876,0.176470852,3.417117416
877,0.163636416,3.736364825
878,0.170616243,3.568723085
879,0.136986358,3.65753575
880,0.221198259,3.580646811
881,0.126582246,3.784809168
882,0.117391315,3.860869901
883,0.195402119,3.735628749
884,0.145748923,3.534411381
885,0.151515335,3.848489513
886,0.176470652,3.366517056
887,0.171052654,3.750000493
888,0.11764718,3.617650783
889,0.133928548,2.866070917
890,0.158653991,4.110580678
891,0.121457436,3.789471997
892,0.116666822,3.216670956
893,0.162162206,3.95946053
894,0.138655433,3.491595905
895,0.320512779,3.884614887
896,0.184210551,3.671053115
897,0.222707433,3.628821119
898,0.224669623,3.674009134
899,0.059405917,2.22772189
900,0.204255302,3.676595432
901,0.246753247,4.012987013
902,0.236111242,3.597224221
903,0.168103434,3.76293071
904,0.147982109,3.739911488
905,0.199052284,3.696685268
906,0.166666806,2.937502448
907,0.141025623,3.512820062
908,0.232044519,3.464093182
909,0.171806183,3.568282253
910,0.162162206,3.52702798
911,0.051282051,2.41025641
912,0.179487156,3.70512773
913,0.127906873,3.523252946
914,0.080357129,2.383928146
915,0.178899173,3.591744932
916,0.195652191,3.508695957
917,0.146341642,3.256101532
918,0.281250439,3.843756006
919,0.100961631,3.793272696
920,0.179487156,3.858973864
921,0.129186708,3.631581901
922,0.116278975,3.627904024
923,0.145374462,3.700440855
924,0.188340866,3.605382298
925,0.202702757,4.067568667
926,0.167381967,3.978540602
927,0.130434794,3.078261137
928,0.191489345,3.599999694
929,0.175532186,3.303196585
930,0.163636416,3.981819449
931,0.127358575,3.622643902
932,0.158536508,3.634144569
933,0.26027408,3.931508465
934,0.216101658,3.737287502
935,0.156398223,3.682467247
936,0.196428817,3.125003906
937,0.102857272,3.531433011
938,0.111111235,3.370374115
939,0.270270343,3.851352392
940,0.118421068,4.197368973
941,0.185022043,3.753304295
942,0.146017725,3.676991801
943,0.118942742,3.779736016
944,0.21794869,4.038461021
945,0.203619983,3.746607691
946,0.093750021,3.669643676
947,0.184834263,3.739339328
948,0.164705766,3.905879596
949,0.11440676,3.635592604
950,0.088983036,3.457626533
951,0.174107182,3.883929438
952,0.172042789,4.05375821
953,0.227091489,3.812746574
954,0.155378387,3.717129105
955,0.198113338,3.707549618
956,0.166666759,3.555557531
957,0.104803498,3.641921556
958,0.27272736,3.613637513
959,0.191082997,3.286627553
960,0.133758098,3.248410954
961,0.192307668,3.641025174
962,0.125000069,3.944446636
963,0.15483888,3.290326189
964,0.276150547,3.677823191
965,0.151260472,3.894957165
966,0.184615228,3.726919923
967,0.169565232,3.743478586
968,0.172566402,3.650443124
969,0.226890794,2.873950063
970,0.238806255,3.582093829
971,0.133928601,3.763393697
972,0.224299202,3.785049028
973,0.279412052,3.588238988
974,0.126760653,3.563382791
975,0.239436788,3.915495715
976,0.026086959,2.817391549
977,0.171052654,3.7236847
978,0.226415052,2.405659923
979,0.105000121,3.615004157
980,0.179487156,3.653845685
981,0.133333511,3.283337711
982,0.129496496,2.913671161
983,0.113445354,3.352940472
984,0.087378598,2.417474555
985,0.250000333,3.416671222
986,0.081818174,2.563636131
987,0.160714487,3.51786154
988,0.120000032,3.680000981
989,0.202898727,3.521742193
990,0.143540787,3.846893081
991,0.235714471,3.128573887
992,0.168367587,3.290821028
993,0.073469358,3.281631314
994,0.171428694,3.800002714
995,0.207792208,3.649350649
996,0.225000259,3.76500433
