Unnamed: 0,Exp Count,Kill,Cluster,Label
535,0.10074616,3.86193612,0,Unknown
536,0.238493654,3.753136976,0,Unknown
537,0.107142793,3.5833312,0,Unknown
538,0.185064514,4.422067872,0,Unknown
539,0.242553171,3.676595432,0,Unknown
540,0.092511021,3.766520156,0,Unknown
541,0.230769036,3.749996827,0,Unknown
542,0.165254209,3.737287502,0,Unknown
543,0.129411673,3.74117383,0,Unknown
544,0.109488923,3.897805667,0,Unknown
545,0.251101344,3.819383596,0,Unknown
546,0.157407116,3.472215792,0,Unknown
547,0.142241367,3.103448008,0,Unknown
548,0.105633654,3.433093756,0,Unknown
549,0.179487156,3.538461085,0,Unknown
550,0.131999926,3.947997789,0,Unknown
551,0.089552142,3.794772013,0,Unknown
552,0.091953938,3.712640264,0,Unknown
553,0.206896756,3.561579864,0,Unknown
554,0.142857143,3.883116883,0,Unknown
555,0.212389418,4.141593653,0,Unknown
556,0.237804298,3.713405577,0,Unknown
557,0.161435028,3.645741055,0,Unknown
558,0.236220296,3.767713717,0,Unknown
559,0.226666727,3.733334329,0,Unknown
560,0.026086959,3.639130751,0,Unknown
561,0.117469632,4.012039734,0,Unknown
562,0.108870911,3.362901463,0,Unknown
563,0.20816318,3.612243424,0,Unknown
564,0.133064446,3.374998231,0,Unknown
565,0.205645053,3.822578641,0,Unknown
566,0.196911045,3.72972685,0,Unknown
567,0.285067976,3.71945836,0,Unknown
568,0.12406002,3.913529715,0,Unknown
569,0.06437768,3.437768093,0,Unknown
570,0.218623384,3.862346458,0,Unknown
571,0.141025623,3.692307219,0,Unknown
572,0.145161214,3.60483682,0,Unknown
573,0.159835994,3.725408157,0,Unknown
574,0.199115079,3.477876722,0,Unknown
575,0.14042552,3.804254995,0,Unknown
576,0.103846066,3.726919923,0,Unknown
577,0.06437768,3.66952774,0,Unknown
578,0.188888679,4.188884235,0,Unknown
579,0.183406122,3.668122431,0,Unknown
580,0.183962386,3.622643902,0,Unknown
581,0.141630895,3.618025596,0,Unknown
582,0.122092668,3.497082857,0,Unknown
